id	type	readings
l-1016_1	semlex:minor:gramm	Car (A)| Se (BCPS)| Si (R)
l-1016_4	semlex:major	doit (BCRPS)| ferai (A)
l-1016_5	morsynt	doit (BCRS)| doi (P)
l-1016_6	graph	doit (BCR)| doyt (S)
l-1016_7	semlex:major:semsim	aparcevoir (BRSCP)| savoir (A)
l-1016_8	graph	aparcevoir (BRS)| apercevoir (C)| aparcevoir (P)
l-1017_1	semlex:major:gramm	Bien (ABCPS)| Par (R)
l-1017_3	semlex:major	s'an (A)| li (BS)| le (CPR)
l-1017_4	semlex:major	fera (BS)| savra (ACP)| porra (R)
l-1017_5	morsynt	fera (B)| ferai (S)
l-1017_6	morsynt	savra (AC)| savrai (P)
l-1017_7	semlex:major	jo (PB)| ce (C)| bien (R)|ø (AS)
l-1017_8	graph	jo (B)| je (P)
l-1017_10	graph	quit (B)| cuit (CP)
l-1017_11	semlex:major:semsim	savoir (BRS)| aparcevoir (A)| de voir (CP)
l-1018_1	flex	S'il (ACSBR)| Se (P)
l-1018_2	semlex:major	onques (ABCPR)| ontquest (S)
l-1018_3	morsynt	amors (ACRS)| amor (BP)
l-1018_4	graph	amors (ACR)| emors (S)
l-1018_5	graph	antremist (A)| entremist (BRCPS)
l-1019_1	graph	Ou (ABCRS)| U (P)
l-1019_2	flex	s’il (A)| se (BCPRS)
l-1019_3	semlex:major	parole (ABCPR)| pastole (S)
l-1019_4	semlex:major:constrmorph	aprist (ABCPR)| prist (S)
l-1020_1	graph	ge (ARS)| jo (B)| je (CP)
l-1020_2	morsynt	dit (ABCPR)| dist (S)
l-1020_3	graph	oiseuse (ACR)| oisose (B)| wiseuse (P)| asense (S)
l-1021_1	semlex:major:semsim	gracieuse (APSB)| greveuse (R)| angoisseuse (C)
l-1021_2	graph	gracieuse (APS)| grasiose (B)
l-1022_1	semlex:minor:gramm	en (BCPSA)| ne (R)
l-1022_2	graph	an (A)| en (BCPS)
l-1022_3	morsynt	nus (ABCPS)| nul (R)
l-1023_1	semlex:major	S' (ABCPR)| Sanz (S)
l-1023_2	flex	S' (AB)| Se (CP)| Si (R)
l-1023_3	semlex:major	avoec (ABCPR)| ce (S)
l-1023_4	graph	avoec (AP)| avolc (B)| avec (C)| ovec (R)
l-1023_5	semlex:minor:gramm	n'i (BAC)| n'est (RP)| n'en (S)
l-1023_7	semlex:major:gramm	li (ABCPR)| nul (S)
l-1023_9	graph	boens (A)| bons (B)| boins (P)
l-1023_10	semlex:major:semsim	usages (ACR)| corages (BP)| gages (S)
l-1024_1	graph	Par (ABCPR)| Por (S)
l-1024_2	graph	moi (ABCPR)| moy (S)
l-1024_3	morsynt	meismes (ACRS)| meisme (BP)
l-1024_4	graph	meismes (AC)| mesmes (R)| meimes (S)
l-1024_5	morsynt	le (ABCPS)| li (R)
l-1024_6	graph	bien (ABCPR)| byen (S)
l-1025_1	semlex:minor:gramm	Car (ABCR)| Qui (P)| C' (S)
l-1025_2	graph	Car (ABC)| Quar (R)
l-1025_3	graph	onques (ABCPR)| omques (S)
l-1025_4	graph	an (A)| em (B)| en (CPSR)
l-1025_5	semlex:major	poi (ABCRP)| por (S)
l-1025_6	graph	poi (ABCR)| peuc (P)
l-1026_1	semlex:major:semsim	losenge (CPRAS)| parole (B)
l-1026_2	morsynt	losenge (CPRA)| losenges (S)
l-1026_3	graph	losange (A)| losenge (CPR)
l-1026_4	semlex:major:semsim	parole (ACPRS)| losange (B)
l-1027_1	semlex:major:gramm	Si (BR)| S' en (ACP)| Ne (S)
l-1027_8	semlex:minor:gramm	a (ABCPR)| d' (S)
l-1028_1	semlex:minor:gramm	Et (ACRS)| Si (B)| Mais (P)
l-1028_2	graph	Et (ACR)| E (S)
l-1028_3	semlex:major	par mainte (AB)| soventes (CR)| sovante (S)| tot jors (P)
l-1028_4	semlex:major	foiz (ACBS)| m'en sui (P)|ø (R)
l-1028_5	graph	foiz (AC)| fois (B)| foy (S)
l-1028_6	semlex:major	losengiee (ACRSP)| a parole (B)
l-1028_7	semlex:major:semsim	losengiee (ACRS)| estrangie (P)
l-1028_8	graph	losengiee (C)| losangiee (A)| losangie (S)| losengee (R)
l-1029_2	semlex:minor:gramm	Mes (ACRS)| Molt (P)
l-1029_3	graph	Mes (ACR)| Mais (S)
l-1029_4	semlex:major	toz jorz (ACSR)| ai hai (P)
l-1029_5	graph	touz jors (C)| toz jorz (AS)| toz jors (R)
l-1029_6	semlex:major	m'en (CRSA)| sa (P)
l-1029_7	graph	m'en (CSR)| m'an (A)
l-1029_8	semlex:major	estrangiee (ACR)| gracie (S)| compaignie (P)
l-1029_9	graph	estrangiee (CA)| estrangee (R)
l-1030_2	semlex:minor:gramm	S' (AC)| Si (BP)| Or (RS)
l-1030_3	semlex:minor:gramm	le (BPRS)| el (AC)
l-1030_4	semlex:major	me fait (ABCRP)| estoit (S)
l-1030_6	semlex:major	il (S)| si (B)| chier (ACPR)
l-1030_7	graph	cier (P)| chier (AC)| cher (R)
l-1030_8	graph	conparer (AS)| comparer (CR)| comperer (BP)
l-1031_1	semlex:major	C' or en sai plus que (ABCPR)| Puis que ne fait (S)
l-1031_3	flex	or (BCAP)| ore (R)
l-1031_5	semlex:major	bues (ACPBR)| bois (S)
l-1031_6	morsynt	bues (ACPB)| boef (R)
l-1031_7	graph	bues (ACP)| boes (B)
l-1031_8	semlex:major	d'arer (ACPBR)| dancre (S)
l-1032_1	graph	Mes (ACRS)| Mais (BP)
l-1032_2	graph	chose (ACRS)| cose (BP)
l-1032_3	semlex:major:semsim	mervoil (A)| despoir (BCPRS)
l-1033_1	semlex:major	cil (ABCPR)| nu (S)
l-1033_2	semlex:major	n'ama onques espoir (ABCRP)| me fait mie savoir (S)
l-1034_1	semlex:minor:gramm	n' (APBRC)| m' (S)
l-1034_2	graph	aimme (AP)| aime (BRCS)
l-1034_3	semlex:major	ne n'a (ABCPR)| et je suis s' (S)
l-1034_4	semlex:minor:gramm	ne (ABCR)| n'il (P)
l-1034_5	semlex:major:constrmorph	amé (ABCR)| amie (SP)
l-1035_1	semlex:major	Donc ai ge en la mer semé (ABCPR)| Si ant fait grant vilanie (S)
l-1035_2	graph	Donc (ACR)| Dont (BP)
l-1035_3	semlex:major	ai ge en la mer semé (ABCR)| ne set il d'amor demie (P)
l-1035_4	graph	ge (ACR)| jou (B)
l-1035_5	flex	la (BA)| l' (CR)
l-1035_6	semlex:major	mer (BA)| areine (CR)
l-1036_2	semlex:minor:gramm	Ou (ACRB)| Por (P)
l-1036_3	graph	Ou (ACR)| U (B)
l-1036_4	semlex:major	semence (BCRA)| cou (P)
l-1036_5	graph	semance (A)| semence (BCR)
l-1036_6	morsynt	ne (ABCR)| nel (P)
l-1036_7	morsynt	puet (ABCR)| puis (P)
l-1036_9	graph	reprandre (A)| reprendre (BCPR)
l-1037_2	semlex:major:gramm	ne (B)| neant (A)| si (C)| que (R)| or (P)
l-1037_6	flex	qu' (BA)| que (CP)|ø (R)
l-1037_7	semlex:major	ele (B)| el (A)| mais (R)|ø (CP)
l-1037_8	semlex:major	feroit (AB)| de (CRP)
l-1037_9	semlex:major:gramm	en (AB)| l' (PCR)
l-1037_10	graph	en (B)| an (A)
l-1037_11	semlex:major	cendre (AB)| atendre (CPR)
l-1038_2	semlex:minor:gramm	Or (AB)| Et (C)| U (P)
l-1038_4	graph	sofrir (ABC)| soffroir (P)| Soufrire (R)| Soffrir (S)
l-1038_6	morsynt	que (ACPRS)| qui (B)
l-1038_7	graph	je (ACPRS)| jo (B)
l-1039_1	semlex:minor:gramm	Sel (B)| Si (R)| Se (ACPS)
l-1039_3	graph	jel (ACPS)| gel (R)
l-1039_4	morsynt	porroie (AR)| pooie (B)| porre (CP)| panrai (S)
l-1039_5	graph	porre (C)| porrai (P)
l-1039_6	graph	metre (ABP)| mestre (CS)| mettre (R)
l-1039_7	semlex:minor:gramm	en (PRSA)| a (BC)
l-1039_8	graph	an (A)| en (PRS)
l-1039_9	graph	voie (ABCPR)| voye (S)
l-1040_1	morsynt	sanblant (ASBP)| semblanz (CR)
l-1040_2	graph	sanblant (AS)| samblant (B)| sanlant (P)
l-1040_3	semlex:minor:gramm	et (ABC)| u (P)| ne (RS)
l-1040_4	graph	moz (ACRS)| mos (BP)
l-1040_5	graph	coverz (ACRS)| covers (BP)
l-1041_1	semlex:minor:gramm	Tant (ABCRS)| Dont (P)
l-1041_3	flex	qu' (ASBR)| que (CP)
l-1041_5	morsynt	serai (A)| sera (BCPRS)
l-1041_6	morsynt	cerz (ACRBP)| cert (S)
l-1041_7	graph	cerz (ACR)| cers (BP)
l-1042_1	flex	se (ACP)| s' (BS)| si (R)
l-1042_3	semlex:major:semsim	requerre (A)| recoivre (BCR)| prendre (P)| aparcevoir (S)
l-1043_1	semlex:minor:gramm	Or (ABP)| Donc (CRS)
l-1043_2	graph	Dont (S)| Donc (CR)
l-1043_3	semlex:major	n'i a (BCARP)| m'aime (S)
l-1043_5	semlex:minor:gramm	il (CRP)| dont (AB)
l-1043_6	graph	dont (B)| donc (A)
l-1043_7	semlex:major	nule autre (A)| plus de la (BCPRS)
l-1043_8	semlex:major	chose (ACRBP)| glose (S)
l-1043_9	graph	chose (ACR)| cose (BP)
l-1044_2	graph	Mes (AC)| Mais (BR)| For (S)
l-1044_3	graph	aim (ACR)| aime (B)| eim (S)
l-1044_4	semlex:minor:gramm	et (ABCR)| son (S)
l-1044_5	semlex:major	soe (ABCR)| essui (S)
l-1044_6	graph	soe (AC)| soie (B)| sue (R)
l-1045_2	graph	aimme (A)| aime (BRCS)
l-1045_3	morsynt	amerai (ACBR)| ameroyt (S)
l-1046_1	graph	Ensi (AP)| Issi (BR)| Einsint (C)| Et sy (S)
l-1046_2	semlex:major	plaint (ABPRC)| pleit (S)
l-1046_3	graph	plaint (ABPR)| pleint (C)
l-1046_4	morsynt	cil (ABCPR)| cilz (S)
l-1046_6	morsynt	cele (ABCPR)| celey (S)
l-1047_5	semlex:minor:gramm	a (B)| vers (CPR)| des (S)
l-1047_7	semlex:minor:gramm	autre (BRCP)| aute (S)
l-1047_8	graph	cele (BPR)| ceile (C)| ceille (S)
l-1048_2	flex	S' (CS)| Si (R)
l-1048_3	graph	ont (CR)| unt (S)
l-1048_6	semlex:major	ont (ABP)| la (CRS)
l-1048_8	morsynt	la (ABP)| le (CRS)
l-1048_9	semlex:major	nuit (ABP)| jor (CRS)
l-1049_1	semlex:minor:gramm	A (A)| En (BCPR)
l-1049_3	graph	dolor (ABPRS)| doulor (C)
l-1049_4	semlex:major	ont (ABCR)| sont (P)| soffrent (S)
l-1049_5	semlex:major:gramm	ce (ABCPR)| tot (S)
l-1049_6	semlex:major	m'est vis (ABCPR)| dis (S)
l-1050_1	graph	An (A)| En (BCPRS)
l-1050_2	graph	Bretaigne (APBR)| Bretteigne (C)| Breigtagne (S)
l-1050_5	graph	tans (ABP)| tens (RC)| tant (S)
l-1051_1	semlex:minor:gramm	a (ACPRS)| en (B)
l-1051_2	graph	fin (ABPRS)| fine (C)
l-1052_1	graph	Tot (ABPRS)| Tout (C)
l-1052_2	graph	droit (ABCPR)| droy (S)
l-1052_3	graph	entree (APBR)| entre (C)| antre (S)
l-1052_4	semlex:major	oitovre (ACBR)| autoune (P)| droiture (S)
l-1052_5	graph	oitovre (AC)| octovre (B)| octovre (R)
l-1053_3	semlex:major	Vindrent (CRBA)| Undret (S)
l-1053_4	morsynt	Vindrent (CRB)| Vint (A)
l-1053_5	graph	Vinrent (B)| Vindrent (CR)
l-1053_7	morsynt	message (BRP)| messager (C)| mesaiges (AS)
l-1053_8	graph	mesaiges (S)| messages (A)
l-1053_10	semlex:major:gramm	devers (ABCRS)| par (P)
l-1053_11	semlex:major	Dovre (ACBRS)| essoune (P)
l-1053_12	graph	Dovre (ACBR)| Doirre (S)
l-1054_1	graph	Londres (ACPBR)| Landre (S)
l-1054_2	graph	et (ABCPR)| e (S)
l-1054_3	semlex:major	Cantorbire (ABCPR)| Constantinoble (S)
l-1054_4	graph	Quantorbire (A)| Cantorbire (BR)| Cantorbile (C)| Cantorbire (P)
l-1055_1	graph	Au (ACPS)| Al (BR)
l-1055_2	semlex:major	roi (ABCPR)| ro (S)
l-1055_3	semlex:major	unes (ABCPS)| artus (R)
l-1055_4	morsynt	unes (ABC)| une (PS)
l-1055_5	morsynt	noveles (ABC)| novele (PRS)
l-1055_6	graph	novele (PR)| novelle (S)
l-1056_1	morsynt	Qui (ABCP)| Que (RS)
l-1056_3	morsynt	troblent (AB)| torble (P)| a troble (R)| ont trouble (CS)
l-1056_4	graph	troblent (A)| torblent (B)
l-1056_5	graph	ont trouble (C)| ont troble (S)
l-1056_6	semlex:minor:gramm	son (ABCP)| le (RS)
l-1056_7	semlex:major	corage (ABCPR)| visage (S)
l-1057_1	semlex:minor:gramm	Cil (A)| Ce (BCPRS)
l-1057_2	graph	le (AS)| li (BCPR)
l-1057_3	graph	message (ABCPR)| mesaige (S)
l-1058_1	flex	Que (ABCRS)| Qu' (P)
l-1058_5	semlex:major	puet (ABCPR)| ont (S)
l-1058_6	graph	puet (ABCP)| poet (R)
l-1058_7	graph	an (A)| en (BCPRS)
l-1058_8	graph	Bretaingne (A)| Bretaigne (BRPS)| Breteigne (C)
l-1058_9	morsynt	ester (ABCPR)| este (S)
l-1059_1	semlex:minor:gramm	Car (ACR)| Que (BPS)
l-1059_2	graph	Car (AC)| Quar (R)
l-1059_3	semlex:major	li (ABC)| le (P)| i (RS)
l-1059_4	graph	voldra (AR)| vaura (B)| voudra (CS)| vorra (P)
l-1059_5	semlex:major	contrester (ABC)| conquester (PRS)
l-1060_1	graph	Cui (ACP)| Qui (BRS)
l-1060_2	graph	terre (ACPRS)| tere (B)
l-1060_3	graph	comandee (ACRS)| commandee (BP)
l-1061_1	graph	Et (ABCPR)| E (S)
l-1061_2	flex	s' (ABCP)| si (RS)
l-1061_4	semlex:major:gramm	la (CR)| sa (P)| ja (AB)
l-1062_1	morsynt	sa (ABCPR)| ses (S)
l-1062_2	semlex:major	terre (APB)| gent (CRS)
l-1062_3	graph	terre (AP)| tere (B)
l-1062_4	graph	gent (CR)| janz (S)
l-1063_1	flex	Si (ABCPS)| S' (R)
l-1063_3	graph	dedanz (ARS)| dedens (BP)| dedenz (C)
l-1064_1	morsynt	la (ABCPR)| le (S)
l-1064_2	semlex:major	cite (ABCPR)| rite (S)
l-1065_1	semlex:major	A (A)| Quel (BCPR)| Por (S)
l-1065_3	semlex:major	ore (ABP)| chose (RS)
l-1065_4	graph	ore (AB)| eure (P)
l-1065_5	morsynt	que (ACBR)| qui (S)|ø (P)
l-1065_6	flex	que (AC)| qu' (BR)
l-1065_7	semlex:major:gramm	ø (ACSP)| il (B)| en (R)
l-1065_8	semlex:major	devroit (A)| hore (C)| doie (S)|ø (BPR)
l-1066_1	semlex:major	oi (ABP)| ot (CR)| sot (S)
l-1066_2	semlex:major:gramm	la (ABPR)| ceste (CS)
l-1066_3	semlex:major	novele (ABCPR)| parolle (S)
l-1067_1	morsynt	Trestoz (ARSBC)| Trestot (P)
l-1067_2	graph	Trestoz (ARS)| Trestos (B)| Tresteuz (C)
l-1067_3	graph	apele (ABCPR)| apelle (S)
l-1068_1	graph	Iriez (ACRS)| Iries (BP)
l-1068_2	graph	plains (ABP)| pleins (C)| plainz (R)
l-1068_3	graph	mautalant (A)| maltalent (BR)| maltalent (C)| mautalent (P)
l-1069_3	semlex:major:gramm	et (A)| ce (BCRP)
l-1069_4	graph	ce (BCR)| cou (P)
l-1069_5	flex	qu' (A)| que (BCPR)
l-1069_8	graph	mius (B)| melz (C)| miex (P)| mielz (R)| mialz (A)
l-1069_9	semlex:major:gramm	les (BCRP)| son (A)
l-1069_10	semlex:major:constrmorph	entalent (BCPR)| talant (A)
l-1069_11	graph	entalent (BCP)| entalant (R)
l-1070_1	graph	traitor (ABCRS)| traitour (P)
l-1071_2	morsynt	dit (ABR)| dist (CPS)
l-1071_4	morsynt	touz (CP)| tot (R)
l-1071_5	graph	touz (C)| tos (P)
l-1071_7	graph	blasmes (AP)| blames (BC)
l-1071_8	graph	blasme (R)| blame (S)
l-1071_11	morsynt	tos (B)| tot (S)
l-1071_12	graph	lor (ABCRS)| lour (P)
l-1072_1	semlex:minor:gramm	son (ABCPR)| san (S)
l-1072_2	semlex:major	tribol (ABCPR)| tribout (S)
l-1072_3	graph	tribol (ABC)| triboul (P)| troboil (R)
l-1072_4	graph	et (ABCPR)| e (S)
l-1072_5	semlex:major	sa (ABCPR)| san (S)
l-1072_6	semlex:major	guerre (ACPRB)| gente (S)
l-1072_7	graph	guerre (ACPR)| gerre (B)
l-1073_1	semlex:minor:gramm	Car (ABCPR)| Que (S)
l-1073_2	graph	Quar (R)| Car (ABCP)
l-1073_3	graph	aus (ABP)| els (CR)| eus (S)
l-1073_4	semlex:major:semsim	bailla (ABP)| lessa (CRS)
l-1073_5	graph	lessa (C)| laissa (R)| lesa (S)
l-1073_6	semlex:minor:gramm	sa (ABCR)| la (PS)
l-1073_7	graph	terre (ACPRS)| tere (B)
l-1074_2	graph	an (A)| en (BCPR)
l-1074_3	graph	au (ACP)| al (B)| el (R)
l-1075_3	morsynt	est (ABPRS)| iert (C)
l-1075_5	semlex:minor:gramm	de (ABCPR)| que (S)
l-1075_6	graph	Guenelon (APB)| Ganellons (S)| Ganelon (CR)
l-1076_2	graph	un (AB)| .i. (CRPS)
l-1076_3	graph	seul (ARP)| sol (BCS)
l-1076_4	morsynt	qui (ACPRS)| que (B)
l-1076_5	graph	otroit (ACPBR)| ostroyt (S)
l-1077_1	graph	reison (A)| raison (BPRS)| reson (C)
l-1078_1	semlex:minor:gramm	Que (BS)| Car (ACPR)
l-1078_2	graph	Car (ACP)| Quar (R)
l-1078_3	graph	ce (ABCRS)| cou (P)
l-1078_4	graph	conseillierent (A)| consillierent (BP)| conseillerent (CRS)
l-1079_1	graph	Mes (AS)| Mais (BCPR)
l-1079_2	semlex:minor:gramm	cil (CPR)| il (ABS)
l-1079_3	semlex:major:gramm	en (BCPRA)| n' (S)
l-1079_4	graph	an (A)| en (BCPR)
l-1079_5	morsynt	ert (BRSAP)| est (C)
l-1079_6	graph	iert (AP)| ert (BRS)
l-1079_7	semlex:major	mis (ABCPR)| mie (S)
l-1079_8	semlex:major:gramm	en (BCRA)| a (PS)
l-1079_9	graph	an (A)| en (BCR)
l-1079_10	graph	essil (ACP)| eseil (B)| eissil (R)| esy (S)
l-1081_1	semlex:minor:gramm	Et (ABCPR)| Mes (S)
l-1081_2	morsynt	sache (ACSBP)| sachez (R)
l-1081_3	graph	sache (ACS)| sace (BP)
l-1081_4	semlex:minor:gramm	de (ACPRS)| par (B)
l-1082_1	flex	Que (ABPS)| Qu' (CR)
l-1082_2	graph	an (A)| en (BPSCR)
l-1082_3	graph	chastel (ACRS)| castel (BP)
l-1082_4	flex	ne (ABCP)| n' (RS)
l-1082_5	graph	an (A)| en (BCPRS)
l-1082_6	semlex:minor:syn	cite (ABCPR)| femetez (S)
l-1083_1	graph	garantir (ABCR)| garandir (P)| garentir (S)
l-1084_1	flex	Qu' (ARBCP)| Que (S)
l-1084_2	graph	Qu' (AR)| Q' (BC)| K' (P)
l-1084_3	morsynt	ne (ABCPS)| nel (R)
l-1084_4	morsynt	l' (ABCS)| le (P)
l-1084_6	graph	an (A)| en (BCS)
l-1084_7	morsynt	traie (ACS)| traient (BPR)
l-1084_8	graph	fors (ABCS)| hors (PR)
l-1085_1	graph	Ensi (ABP)| Einsint (C)| Ausi (S)| issi (R)
l-1085_3	graph	roi (ABCPR)| roy (S)
l-1085_5	morsynt	tuit (A)| tot (B)
l-1085_7	morsynt	asseurent (CPRAB)| aseurerent (S)
l-1085_8	graph	aseurent (AB)| asseurent (CPR)
l-1086_2	morsynt	afient (ABCPR)| afierent (S)
l-1086_3	graph	afient (AC)| affient (P)| affichent (R)| aficent (B)
l-1086_5	morsynt	jurent (ABCPR)| jurerent (S)
l-1087_1	graph	randront (AB)| rendront (CPRS)
l-1088_1	graph	Ou (ACRS)| U (BP)
l-1088_2	graph	james (AS)| jamais (BCPR)
l-1088_3	graph	terre (ACPRS)| tere (B)
l-1088_4	flex	ne (ABCPR)| n' (S)
l-1088_6	graph	tandront (A)| tendront (BCPRS)
l-1089_1	graph	Et (ABCPR)| E (S)
l-1089_2	graph	li (ABCPS)| le (R)
l-1089_3	morsynt	tote (ABPRS)| tout (C)
l-1089_4	graph	Bretaingne (A)| Bretegne (B)| Breteigne (C)| Bretaigne (PR)| Bertaigne (S)
l-1090_1	graph	Fet (AC)| Fait (BPSR)
l-1090_2	graph	remaingne (A)| remagne (B)| remeigne (C)| remaigne (PRS)
l-1091_2	graph	Qui (ABP)| Qu'il (S)
l-1091_4	semlex:major	puisse armes porter en ost (ABP)| ne n'ale avec lui (S)
l-1092_2	semlex:minor:gramm	Que (ABP)| Por (S)
l-1092_3	semlex:major	apres lui ne veingne tost (ABP)| vanchier de ses anemis (S)
l-1092_4	flex	ne (AP)| n' (B)
l-1092_7	graph	veingne (A)| viegne (P)
l-1093_1	graph	Tote (ABRS)| Toute (CP)
l-1093_4	graph	Bretaigne (APSR)| Breteigne (C)
l-1093_5	morsynt	est (ACPR)| fu (BS)
l-1093_8	semlex:major	esmeue (ABCPR)| menee (S)
l-1093_9	graph	esmeue (ABCP)| esmue (R)
l-1094_1	flex	Onques (ACPRS)| Onque (B)
l-1094_2	morsynt	tex (ABC)| tel (PRS)
l-1094_3	morsynt	oz (ABCP)| ost (RS)
l-1094_4	graph	oz (AC)| os (BP)
l-1095_1	flex	Com (ABCPR)| Comme (S)
l-1095_2	semlex:major	Artus (ACPBR)| Artrues (S)
l-1095_3	graph	assanbla (A)| asambla (B)| assembla (CR)| assambla (P)| ansembla (S)
l-1096_1	semlex:major	A l'esmovoir des nes sambla (ABCPR)| Quant totes les nees s'asenblent (S)
l-1096_2	graph	nes (ABCP)| niefs (R)
l-1096_3	graph	sanbla (A)| sambla (BP)| sembla (CR)
l-1097_2	morsynt	Qu' (ACRB)| Que (S)| Qui (P)
l-1097_3	graph	an (ACR)| en (BPS)
l-1097_4	morsynt	fust (ABCPR)| fu (S)
l-1097_5	semlex:major:constrmorph	trestoz (ARBC)| tos (PS)
l-1097_6	graph	trestoz (AR)| trestos (B)| trestouz (C)
l-1097_7	graph	tos (P)| toz (S)
l-1098_1	semlex:minor:gramm	Car (ABR)| Que (C)| C' (P)| Qui (S)
l-1098_2	graph	Car (AB)| Quar (R)
l-1098_4	flex	n' (ACSBR)| ne (P)
l-1098_6	semlex:major	paroient (ABCRS)| pooit veir (P)
l-1098_7	graph	paroient (ABCR)| parroient (S)
l-1098_9	semlex:minor:gramm	nes (ABCR)| pas (S)
l-1098_10	graph	nes (AR)| nis (BC)
l-1099_1	semlex:major:gramm	Si (ABPRS)| Qui (C)
l-1099_2	semlex:major:semsim	les orent (AB)| estoient (CPRS)
l-1099_3	semlex:minor:gramm	des (ACPRS)| les (B)
l-1099_4	morsynt	des (ACPR)| de (S)
l-1100_1	semlex:major	guerre (AP)| chose (CRSB)
l-1100_2	graph	cose (B)| chose (CRS)
l-1100_3	graph	sera (ABCPS)| serra (R)
l-1101_2	graph	en (BRPS)| Qu'an (CA)
l-1101_3	graph	sanble (AS)| samble (B)| semble (CR)| sanle (P)
l-1101_4	graph	por (ABCPS)| par (R)
l-1102_2	semlex:major:constrmorph	tote (ABPRS)| tretoute (C)
l-1102_3	graph	Bretagne (B)| Breteigne (C)| Bretaigne (APSR)
l-1102_4	graph	an (AS)| en (BRPC)
l-1103_1	semlex:major	sont (ABCPR)| sint (S)
l-1103_2	graph	oltre (B)| outre (CPRS)
l-1103_3	morsynt	les (ABCPR)| la (S)
l-1103_4	semlex:major	nes (ABCPR)| mer (S)
l-1103_6	graph	passees (ABCR)| passes (P)| pasees (S)
l-1104_1	morsynt	genz (ACRPS)| gent (B)
l-1104_2	graph	genz (ACR)| gens (P)| janz (S)
l-1104_3	graph	sont (ABCRS)| son (P)
l-1104_4	semlex:major:semsim	amassees (ABCRP)| assemblees (S)
l-1104_5	graph	amassees (ABCR)| amasses (P)
l-1105_1	flex	S' (BRCS)| Se (AP)
l-1105_3	graph	en (BRC)| an (S)
l-1105_4	graph	logent (A)| logant (BPR)| lojant (CS)
l-1105_5	semlex:minor:gramm	lez (A)| par (BPRSC)
l-1105_6	graph	par (BPRS)| per (C)
l-1106_1	morsynt	en (ABCRS)| a (P)
l-1106_2	graph	an (A)| en (BCRS)
l-1106_3	graph	corage (ABCSP)| corrage (R)
l-1107_1	flex	Que (ABCPS)| Qu' (R)
l-1107_3	graph	le (ABCPR)| lo (S)
l-1107_4	graph	proier (APRS)| prier (BC)
l-1108_1	flex	Que (ABCPS)| Qu' (R)
l-1108_2	morsynt	le (ACPRS)| la (B)
l-1108_3	graph	chevalier (ABCPS)| chivalier (R)
l-1109_1	semlex:minor:gramm	Car (AB)| Et (C)| Que (PRS)
l-1109_2	flex	se (APS)| s' (BRC)
l-1109_6	graph	james (AR)| jamais (CPS)
l-1109_8	semlex:major:constrmorph	aquerre (ACPRS)| conquerre (B)
l-1110_1	semlex:major	l' (ACPBR)| n' (S)
l-1110_2	graph	aquerra (ACPBR)| aguerra (S)
l-1110_3	graph	an (A)| en (BCPRS)
l-1110_4	semlex:major:semsim	terre (A)| guerre (CPRSB)
l-1110_5	graph	gerre (B)| guerre (CPRS)
l-1111_1	semlex:major	Ses (ACPRS)| Si (B)
l-1111_2	semlex:major	compaignons (ACPRS)| com (B)
l-1111_3	graph	conpaignons (A)| compeignons (C)| compaignons (PR)| compaignos (S)
l-1111_4	semlex:major	avoec (ACPRS)| sa (B)
l-1111_5	graph	avoec (AP)| avec (C)| ovec (R)| ove (S)
l-1111_7	morsynt	lui (ACPRS)| les (B)
l-1111_8	graph	prent (BCPRS)| prant (A)
l-1112_1	semlex:major	Si (ACPRS)| Ses (B)
l-1112_2	semlex:major	com (ACRS)| compagnons (B)| que (P)
l-1112_3	flex	com (ACR)| come (S)
l-1112_4	semlex:major	sa (ACPR)| avolc (B)| se (S)
l-1112_5	semlex:major	volantez (APRC)| cor (S)| lui (B)
l-1112_6	morsynt	volantez (APR)| volente (C)
l-1112_7	graph	volantez (A)| volentes (P)| volentez (R)
l-1112_9	morsynt	l' (CP)| le (A)| li (S)
l-1112_10	semlex:major:constrmorph	prent (AB)| esprent (CR)| emprent (P)| aprent (S)
l-1112_11	graph	prent (B)| prant (A)
l-1113_1	semlex:minor:gramm	De (APRS)| A (C)| Por (B)
l-1113_2	graph	feire (A)| faire (BCPR)| fere (S)
l-1113_3	graph	ce (ABCRS)| cou (P)
l-1113_4	flex	qu' (BRACP)| que (S)
l-1113_5	semlex:minor:gramm	a (A)| il (BRCP)
l-1113_6	semlex:major	an (AS)| a (BCPR)
l-1113_7	graph	an (A)| en (S)
l-1113_8	graph	pense (BCPR)| panse (S)
l-1114_1	semlex:major	Au tref (ABCPR)| Antre (S)
l-1114_2	graph	Au (ACP)| Al (BR)
l-1114_3	morsynt	tref (ACPR)| tres (B)
l-1114_4	graph	roi (ABCPR)| roy (S)
l-1114_5	graph	an (A)| en (BCPRS)
l-1114_6	morsynt	est (A)| sont (BCPRS)
l-1114_7	graph	sont (BCPR)| sunt (S)
l-1115_1	semlex:minor:gramm	son (ABCPS)| le (R)
l-1115_2	graph	tref (ACPR)| tre (BS)
l-1115_3	semlex:major	s'estut (A)| seoit (BPRCS)
l-1115_4	graph	seoit (BPR)| sooit (C)| seoyt (S)
l-1115_5	flex	li (ABCR)| le (P)
l-1117_1	morsynt	vit (ABS)| voit (CPR)
l-1117_2	graph	grezois (ACS)| grigois (BP)| grejois (R)
l-1118_1	graph	Ses (ACPS)| Sis (BR)
